id,registered_date,permit_expires,street_address,owner_name,owner_address,owner_city,owner_state,owner_zip,agent_name,agent_address,agent_zip,building_type,property_type,building_num,unit_num,bedrooms,occup_load,efficiency,sleep_room
576,1975-01-02,2022-09-05,423 S Grant ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,1,5,"",""
576,1975-01-02,2022-09-05,423 S Grant ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,1,5,"",""
576,1975-01-02,2022-09-05,423 S Grant ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,1,5,"",""
576,1975-01-02,2022-09-05,423 S Grant ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,1,5,"",""
576,1975-01-02,2022-09-05,423 S Grant ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,1,5,"",""
576,1975-01-02,2022-09-05,423 S Grant ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,1,5,"",""
576,1975-01-02,2022-09-05,423 S Grant ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,1,5,"",""
576,1975-01-02,2022-09-05,423 S Grant ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,1,5,"",""
576,1975-01-02,2022-09-05,423 S Grant ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
576,1975-01-02,2022-09-05,423 S Grant ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
576,1975-01-02,2022-09-05,423 S Grant ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
576,1975-01-02,2022-09-05,423 S Grant ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
576,1975-01-02,2022-09-05,423 S Grant ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
576,1975-01-02,2022-09-05,423 S Grant ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,North,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,North,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,North,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,North,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,North,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,North,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,North,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,North,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,North,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,North,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,North,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,North,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,North,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,South,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,South,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,South,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,South,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,South,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,South,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,South,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,South,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,South,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,South,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,South,,2,5,"",""
754,1976-04-08,2022-03-19,2521 E 2nd ST,Joseph Fitzgerald,1501 E. Hillside Drive,Bloomington,IN,47401,"Latham, Michael",1501 E. Hillside Drive,47401,Multi-Family,Apartment,South,,2,5,"",""
2637,1983-11-23,2022-06-11,703 W 6th ST,"H3 Rentals, Inc.",P.O. Box 491,Bloomington,IN,47402,No Agent,,,Multi-Family,Apartment,1,,1,3,"",""
2637,1983-11-23,2022-06-11,703 W 6th ST,"H3 Rentals, Inc.",P.O. Box 491,Bloomington,IN,47402,No Agent,,,Multi-Family,Apartment,1,,1,3,"",""
2637,1983-11-23,2022-06-11,703 W 6th ST,"H3 Rentals, Inc.",P.O. Box 491,Bloomington,IN,47402,No Agent,,,Multi-Family,Apartment,1,,2,3,"",""
10258,2014-10-01,2021-09-10,2428 S Rogers ST,Sam Williams,2424 S. Rogers St.,Bloomington,IN,47403,No Agent,,,Single-Family,,1,,1,3,"",""
10534,2014-12-02,2024-01-28,3451 S Oaklawn CIR,Shahriyor Khodjaev,1111 E Secretariat Ct,Bloomington,IN,47401,Malik Hodjaev,1111 E Secretariate Ct.,47401,Single-Family,,1,,2,3,"",""
5616,1998-08-17,2022-01-08,717 W Allen ST,Laurent R. Saidah,415 N. Kenwood Street Apt. 4,Glendale,CA,91206,Michael Anderson,1308 Institute Street,46383,Single-Family,House,1,,2,3,"",""
1661,1990-04-30,2021-10-25,703 S Washington ST,"Kovach, Matthew P.",1505 E. Browning Lane,Bloomington,IN,47401,No Agent,,,Multi-Family,House,1,,1,3,"",""
1661,1990-04-30,2021-10-25,703 S Washington ST,"Kovach, Matthew P.",1505 E. Browning Lane,Bloomington,IN,47401,No Agent,,,Multi-Family,House,1,,1,3,"",""
10516,2014-10-27,2023-12-03,604 S Washington ST,Richard E. Deckard,P.O. Box 110,Bloomington,IN,47402,No Agent,,,Single-Family,House,1,,3,3,"",""
10382,2014-12-12,2022-11-20,308 E Southern DR,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,Multi-Family,,1,,1,5,"",""
10382,2014-12-12,2022-11-20,308 E Southern DR,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,Multi-Family,,1,,2,5,"",""
10383,2014-10-28,2021-12-23,314 E Southern DR,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,Multi-Family,,1,,2,5,"",""
10383,2014-10-28,2021-12-23,314 E Southern DR,Hunter Regency Court Properties Llc,2201 Main Street,Evanston,IL,60202,Tracey B Walker,1200 Rolling Ridge Way - Office,47403,Multi-Family,,1,,0,5,Efficiency,""
10531,2014-11-21,2021-09-06,1401 N Woodburn AVE,Robert M. Lowers,1014 N. Jackson Street,Bloomington,IN,47404,No Agent,,,Single-Family,,1,,3,3,"",""
1675,1988-12-07,2021-08-21,301 S Rogers ST,Lyander D. & Tamela S. Honeycutt,8170 Burgoon Church Road,Bloomington,IN,47401,No Agent,,,Multi-Family,,1,,3,3,"",""
1675,1988-12-07,2021-08-21,305 S Rogers ST,Lyander D. & Tamela S. Honeycutt,8170 Burgoon Church Road,Bloomington,IN,47401,No Agent,,,Multi-Family,,1,,3,3,"",""
1675,1988-12-07,2021-08-21,301 S Rogers ST,Lyander D. & Tamela S. Honeycutt,8170 Burgoon Church Road,Bloomington,IN,47401,No Agent,,,Multi-Family,,1,,2,3,"",""
1675,1988-12-07,2021-08-21,305 S Rogers ST,Lyander D. & Tamela S. Honeycutt,8170 Burgoon Church Road,Bloomington,IN,47401,No Agent,,,Multi-Family,,1,,2,3,"",""
2663,1987-11-25,2024-01-23,719 E 7th ST,The Episcopal Diocese Of Indianapolis,Po Box 127,Bloomington,IN,47402-0127,"Stasny & Horn, Igp",P.O. Box 7676,47407-7676,Multi-Family,Apartment,1,,4,5,"",""
2663,1987-11-25,2024-01-23,719 E 7th ST,The Episcopal Diocese Of Indianapolis,Po Box 127,Bloomington,IN,47402-0127,"Stasny & Horn, Igp",P.O. Box 7676,47407-7676,Multi-Family,Apartment,1,,3,5,"",""
2663,1987-11-25,2024-01-23,719 E 7th ST,The Episcopal Diocese Of Indianapolis,Po Box 127,Bloomington,IN,47402-0127,"Stasny & Horn, Igp",P.O. Box 7676,47407-7676,Multi-Family,Apartment,1,,0,5,Efficiency,""
10533,2014-12-01,2023-12-04,3201 N Kingsley DR,Brian M. Muehlhaus,4022 N. Kinser Pike,Bloomington,IN,47404,No Agent,,,Single-Family,,1,,3,3,"",""
10523,2014-11-05,2024-07-02,1119 E 1st ST,"Thinnes, Fionnuala G.",8936 Jeffrey Road,Great Falls,VA,22066,"Thinnes, Murtaugh",1119 E. 1st Street,47401,Single-Family,House,1,,4,3,"",""
10525,2014-11-10,2021-11-09,370 S Wilmington CT,Yuanna Zheng,4007 E. Bennington Blvd,Bloomington,IN,47401,Mike Avila,P.O. Box 8024,47407,Single-Family,,1,,2,5,"",""
10526,2014-10-29,2022-01-29,3608 E Longview DR,Yuanna Zheng,4007 E. Bennington Blvd,Bloomington,IN,47401,Mike Avila,P.O. Box 8024,47407,Single-Family,,1,,4,3,"",""
217,1989-05-19,2022-03-19,1328 S College Mall RD,Kevin Nguyen,4019 S. Crane Ct,Bloomington,IN,47403,David M. Kerber,Po Box 7284,47407,Single-Family,House,1,,1,5,"",""
4126,1994-08-02,2024-06-21,708 W 3rd ST,Alisha & Sabra Halstead,708 W. 3rd Street,Bloomington,IN,47404,No Agent,,,Multi-Family,Apartment,1,,1,3,"",""
5149,2015-02-10,2022-10-04,2673 S Mccartney LN,Powell Management Group,1101 S. Whisnand Rd,Bloomington,IN,47408,No Agent,,,Single-Family,House,1,,2,3,"",""
622,1973-07-10,2021-10-29,427 S Henderson ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,0,5,Efficiency,""
622,1973-07-10,2021-10-29,427 S Henderson ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
622,1973-07-10,2021-10-29,427 S Henderson ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
622,1973-07-10,2021-10-29,427 S Henderson ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
622,1973-07-10,2021-10-29,427 S Henderson ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
622,1973-07-10,2021-10-29,427 S Henderson ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
622,1973-07-10,2021-10-29,427 S Henderson ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
622,1973-07-10,2021-10-29,427 S Henderson ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
622,1973-07-10,2021-10-29,427 S Henderson ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
622,1973-07-10,2021-10-29,427 S Henderson ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
622,1973-07-10,2021-10-29,427 S Henderson ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
622,1973-07-10,2021-10-29,427 S Henderson ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
622,1973-07-10,2021-10-29,427 S Henderson ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
622,1973-07-10,2021-10-29,427 S Henderson ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
622,1973-07-10,2021-10-29,427 S Henderson ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
622,1973-07-10,2021-10-29,427 S Henderson ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
622,1973-07-10,2021-10-29,427 S Henderson ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
622,1973-07-10,2021-10-29,427 S Henderson ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
622,1973-07-10,2021-10-29,427 S Henderson ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
622,1973-07-10,2021-10-29,427 S Henderson ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
622,1973-07-10,2021-10-29,427 S Henderson ST,Maribeth Coller,400 E. 3rd Street Suite 1,Bloomington,IN,47401,Olivia Wilson,400 E 3rd Street Suite 1,47401,Multi-Family,Apartment,1,,2,5,"",""
10524,2014-10-28,2023-07-31,1250 W Adams Hill CIR UNIT 304,Chin-Chun (Amy) Hu,183 Ambleside Dr.,London,ON,N6G4P3,Leticia Gonzalez,"328 S Walnut St, Suite 6",47401,Single-Family,,1,,2,3,"",""
10527,2014-11-05,2024-04-01,420 W 13th ST,"Joseph Christine, Llc",3756 Sterling Ave.,Bloomington,IN,47401,Parker Real Estate Management,P O Box 1112,47402,Single-Family,House,1,,2,3,"",""
10532,2014-12-01,2024-02-20,1211 E Skylark CT,John M. Byers,P.O. Box 694,Bloomington,IN,47402,No Agent,,,Single-Family,House,1,,3,3,"",""
3056,1980-12-08,2021-09-24,111 E 9th ST,"Venture Properties, Llc",P.O. Box 3098,Bloomington,IN,47402,No Agent,,,Multi-Family,Apartment,1,,1,5,"",""
3056,1980-12-08,2021-09-24,111 1/2 E 9th ST,"Venture Properties, Llc",P.O. Box 3098,Bloomington,IN,47402,No Agent,,,Multi-Family,Apartment,1,,1,5,"",""
3056,1980-12-08,2021-09-24,111 E 9th ST,"Venture Properties, Llc",P.O. Box 3098,Bloomington,IN,47402,No Agent,,,Multi-Family,Apartment,1,,3,5,"",""
3056,1980-12-08,2021-09-24,111 1/2 E 9th ST,"Venture Properties, Llc",P.O. Box 3098,Bloomington,IN,47402,No Agent,,,Multi-Family,Apartment,1,,3,5,"",""
500,1981-11-30,2022-07-19,707 E 8th ST,"Timarron Real Estate, Llc.",Po Box 796,Carmel,IN,46082,No Agent,,,Multi-Family,Rooming House,1,,5,10,"",Sleeping Room
10474,2014-08-27,2021-11-07,3362 S Oaklawn CIR,Tung Nguyen & Jenny Pham,3830 Wood Edge Bend,Bloomington,IN,47401,No Agent,,,Single-Family,,1,,2,3,"",""
6575,2001-08-07,2024-02-21,509 N Bell Trace DR,Bell Trace Cottages,800 N. Bell Trace Circle,Bloomington,IN,47408,Dan Moore,2749 E. Covenanter Dr.,47401,Multi-Family,,1,,2,3,"",""
6575,2001-08-07,2024-02-21,507 N Bell Trace DR,Bell Trace Cottages,800 N. Bell Trace Circle,Bloomington,IN,47408,Dan Moore,2749 E. Covenanter Dr.,47401,Multi-Family,,1,,2,3,"",""
6575,2001-08-07,2024-02-21,509 N Bell Trace DR,Bell Trace Cottages,800 N. Bell Trace Circle,Bloomington,IN,47408,Dan Moore,2749 E. Covenanter Dr.,47401,Multi-Family,,1,,3,3,"",""
6575,2001-08-07,2024-02-21,507 N Bell Trace DR,Bell Trace Cottages,800 N. Bell Trace Circle,Bloomington,IN,47408,Dan Moore,2749 E. Covenanter Dr.,47401,Multi-Family,,1,,3,3,"",""
6422,2001-08-07,2024-05-10,517 N Bell Trace DR,Bell Trace Cottages,800 N. Bell Trace Circle,Bloomington,IN,47408,Dan Moore,2749 E. Covenanter Dr.,47401,Multi-Family,Apartment,1,,2,3,"",""
6422,2001-08-07,2024-05-10,515 N Bell Trace DR,Bell Trace Cottages,800 N. Bell Trace Circle,Bloomington,IN,47408,Dan Moore,2749 E. Covenanter Dr.,47401,Multi-Family,Apartment,1,,2,3,"",""
6422,2001-08-07,2024-05-10,517 N Bell Trace DR,Bell Trace Cottages,800 N. Bell Trace Circle,Bloomington,IN,47408,Dan Moore,2749 E. Covenanter Dr.,47401,Multi-Family,Apartment,1,,3,3,"",""
6422,2001-08-07,2024-05-10,515 N Bell Trace DR,Bell Trace Cottages,800 N. Bell Trace Circle,Bloomington,IN,47408,Dan Moore,2749 E. Covenanter Dr.,47401,Multi-Family,Apartment,1,,3,3,"",""
10521,2014-06-10,2022-04-06,1527 E Clairmont PL,Jean & Patrick Cannon,3212 S. Southern Oaks Ct.,Bloomington,IN,47401,"Tempo Properties, Inc C/O Dave Thornbury",P.O. Box 5727,47402,Single-Family,House,1,,4,3,"",""
10535,2014-12-04,2022-01-23,401 S Maple ST,"21-C, Llc",P.O. Box 1683,Bloomington,IN,47402,"Wissing, Douglas A.",P. O. Box 1683,47402-1683,Single-Family,House,1,,1,3,"",""
3268,1979-03-01,2022-03-21,606 E University ST,Rebecca A. Mahan,606 E University St.,Bloomington,IN,47401,No Agent,,,Single-Family,,1,,3,3,"",""
3536,1985-07-23,2022-07-18,303 E 10th ST,Tariq Khan,1201 W. Allen #19,Bloomington,IN,47403,No Agent,,,Single-Family,Apartment,1,,4,5,"",""
2469,1976-10-18,2022-07-18,418 S Woodlawn AVE,"Er Turk, Llc C/O Huseyin Ozturk",1913 S Eva Hill Dr,Bloomington,IN,47401,Doug Roll,315 N Kimball Dr,47404,Multi-Family,Apartment,1,,1,1,"",Sleeping Room
2469,1976-10-18,2022-07-18,418 S Woodlawn AVE,"Er Turk, Llc C/O Huseyin Ozturk",1913 S Eva Hill Dr,Bloomington,IN,47401,Doug Roll,315 N Kimball Dr,47404,Multi-Family,Apartment,1,,1,1,"",Sleeping Room
2469,1976-10-18,2022-07-18,418 S Woodlawn AVE,"Er Turk, Llc C/O Huseyin Ozturk",1913 S Eva Hill Dr,Bloomington,IN,47401,Doug Roll,315 N Kimball Dr,47404,Multi-Family,Apartment,1,,1,1,"",Sleeping Room
2469,1976-10-18,2022-07-18,418 S Woodlawn AVE,"Er Turk, Llc C/O Huseyin Ozturk",1913 S Eva Hill Dr,Bloomington,IN,47401,Doug Roll,315 N Kimball Dr,47404,Multi-Family,Apartment,1,,1,1,"",Sleeping Room
2469,1976-10-18,2022-07-18,418 S Woodlawn AVE,"Er Turk, Llc C/O Huseyin Ozturk",1913 S Eva Hill Dr,Bloomington,IN,47401,Doug Roll,315 N Kimball Dr,47404,Multi-Family,Apartment,1,,1,1,"",Sleeping Room
2469,1976-10-18,2022-07-18,418 S Woodlawn AVE,"Er Turk, Llc C/O Huseyin Ozturk",1913 S Eva Hill Dr,Bloomington,IN,47401,Doug Roll,315 N Kimball Dr,47404,Multi-Family,Apartment,1,,1,1,"",Sleeping Room
2469,1976-10-18,2022-07-18,418 S Woodlawn AVE,"Er Turk, Llc C/O Huseyin Ozturk",1913 S Eva Hill Dr,Bloomington,IN,47401,Doug Roll,315 N Kimball Dr,47404,Multi-Family,Apartment,1,,1,1,"",Sleeping Room
2469,1976-10-18,2022-07-18,418 S Woodlawn AVE,"Er Turk, Llc C/O Huseyin Ozturk",1913 S Eva Hill Dr,Bloomington,IN,47401,Doug Roll,315 N Kimball Dr,47404,Multi-Family,Apartment,1,,1,1,"",Sleeping Room
2469,1976-10-18,2022-07-18,418 S Woodlawn AVE,"Er Turk, Llc C/O Huseyin Ozturk",1913 S Eva Hill Dr,Bloomington,IN,47401,Doug Roll,315 N Kimball Dr,47404,Multi-Family,Apartment,1,,0,5,Efficiency,""
2469,1976-10-18,2022-07-18,418 S Woodlawn AVE,"Er Turk, Llc C/O Huseyin Ozturk",1913 S Eva Hill Dr,Bloomington,IN,47401,Doug Roll,315 N Kimball Dr,47404,Multi-Family,Apartment,1,,3,5,"",""
5189,1997-10-15,2022-01-23,3372 S Burks CT,Jane Toon,P.O. Box 964,Bloomington,IN,47402,No Agent,,,Single-Family,,1,,3,5,"",""
5189,1997-10-15,2022-01-23,3370 S Burks CT,Jane Toon,P.O. Box 964,Bloomington,IN,47402,No Agent,,,Single-Family,,1,,3,5,"",""
10539,2014-12-24,2022-08-20,2344 S Zona CT,Osondwa Frederick Wanjera,3 Seir Hill Rd,Norwalk,CT,06850,Jeanne Walters Real Estate,107 E. 6th St.,47408,Single-Family,,1,,3,3,"",""
2328,1986-05-14,2022-05-24,1315 S Washington ST,Elk Properties,3512 N Damen Avenue,Chicago,IL,60618,Justin Fox,6440 E. Wellston Drive,47408,Multi-Family,Apartment,1,,0,3,Efficiency,""
2328,1986-05-14,2022-05-24,1315 S Washington ST,Elk Properties,3512 N Damen Avenue,Chicago,IL,60618,Justin Fox,6440 E. Wellston Drive,47408,Multi-Family,Apartment,1,,1,3,"",""
2328,1986-05-14,2022-05-24,1315 S Washington ST,Elk Properties,3512 N Damen Avenue,Chicago,IL,60618,Justin Fox,6440 E. Wellston Drive,47408,Multi-Family,Apartment,1,,2,3,"",""
10537,2015-08-27,2021-12-27,2805 N Headley RD,"Stephen Miller, Jill Miller-Gilmore And Stephen V.",Po Box 566,Nashville,IN,47448,No Agent,,,Single-Family,,1,,4,3,"",""
10545,2015-01-12,2024-04-08,1625 S Pinestone CT,William Slowey,2656 S. Sunflower Dr.,Bloomington,IN,47403,Jamar Property Mgmt. Co.,P.O. Box 7812,47407,Single-Family,Condo,1,,3,5,"",""
